drugname,pt,count_a,prr,chi2
VYEPTI,"HALLUCINATIONS, MIXED",3,96.64257767007231,190.29754453016426
LEVETIRACETAM,LABORATORY TEST ABNORMAL,4,65.84751466058317,190.24769374445606
PREDNISONE,NEUROTOXICITY,15,16.31346140308652,189.96764535594943
NAPROXEN,CONFUSION,12,19.595644543639878,189.81581110228223
ZOLOFT,BLOOD IRON DECREASED,8,33.595782521564615,189.7448871280049
COENZYME Q10,MUSCLE CONTRACTIONS INVOLUNTARY,9,28.156308513101344,189.7301114546414
CAPECITABINE,CYTOPENIA,4,71.68630928261348,189.5544114950115
AMLODIPINE,T-CELL LYMPHOMA,10,25.388206026088493,189.47258660878475
PAROXETINE,SEPTICEMIA,11,21.420205381512503,189.38968971452687
LEVOCETIRIZINE,PRURITO,10,23.24893186423991,189.31569325704868
AJOVY,AGITATION,8,29.724734371446967,189.13677204073556
VITAMIN C,HEPATIC ENZYME INCREASED,72,4.572536460973217,189.0916224353118
XARELTO,THROMBOCYTOPENIA,3,97.00019391744885,189.04852394156654
CYMBALTA,PRODUCT USE ISSUE,5,49.70229736369373,188.88856066842078
CALCIUM,LOSS OF LIBIDO,18,13.429897049464001,188.8884974383659
CRESTOR,WRIST FRACTURE,4,66.9863426445565,188.804402538617
20MG LEXAPRO,NERVOUSNESS,9,27.42316299376812,188.6345991299405
LEVOMEFOLATE CALCIUM,NERVOUSNESS,9,27.42316299376812,188.6345991299405
SERTRALINE HYDROCHLORIDE,SEXUAL DYSFUNCTION,9,26.250454561470022,188.5242340957086
MOUNJARO,INADEQUATE ANALGESIA,4,67.86343639324636,188.34109236480754
NURTEC ODT,FRUSTRATION TOLERANCE DECREASED,3,99.33657977981527,188.19541141939646
CALCIUM CARBONATE,IMPAIRED DRIVING ABILITY,3,95.0388520610752,187.94036011215562
MAGNESIUM GLYCINATE,CARDIAC VENTRICULAR THROMBOSIS,4,70.2795547871485,187.92217351536556
CLONAZEPAM,SELF ESTEEM DECREASED,6,44.02364377630424,187.58573947099234
EMPAGLIFLOZIN,DIABETIC KETOACIDOSIS,8,30.20703368180471,187.48507377221026
RANITIDINE,TEMBLOR,10,22.87858970266077,187.2669299770309
OCRELIZUMAB,TACHYCARDIA,5,48.675568697707874,187.22467797140447
7-HYDROXYMITRAGYNINE,ACUTE PSYCHOSIS,6,48.59690489764216,187.1563193517785
SODIUM CHLORIDE,TREATMENT DELAYED,3,97.40181093038353,186.95853046850868
HYDROCHLOROTHIAZIDE,T-CELL LYMPHOMA,10,25.076201039438764,186.9415382463098
LEXAPRO,WHITE BLOOD CELL COUNT INCREASED,6,41.663069768484156,186.90815451364142
HYDROCODONE,TRANSFUSION,4,64.17034222655275,186.86812691892868
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,TENDON PAIN,4,65.6988984505595,186.85476116378283
DOXYCYCLINE HYCLATE,DISSOCIATION,4,64.67166761032786,186.81212452044434
CARVEDILOL,MIALGIA,72,4.503322433868552,186.66892602817728
TEA,ANAPHYLACTIC REACTION,3,92.53991228241009,186.63329166327014
CRESTOR,CEREBELLAR INFARCTION,4,66.15935283915923,186.50312609269525
CEQUA,EYE PAIN,3,93.29430947076779,186.48018582889287
LEVAQUIN,LIMB DISCOMFORT,3,98.282824619322,186.45453997596167
LEVOFLOXACIN,ORGAN FAILURE,7,37.80933047283722,186.32346495175554
TESTOSTERONE,DRUG WITHDRAWAL SYNDROME,8,29.749527772065736,186.30464525304632
CYCLOBENZAPRINE,MIGRAINE,12,19.319812945340214,186.0827774774748
GLEOSTINE,COGNITIVE DISORDER,5,48.093453563582514,186.07134508174659
FLUCONAZOLE,DRUG-INDUCED LIVER INJURY,4,66.53934324590523,185.91996183842556
ESCITALOPRAM,"HALLUCINATION, VISUAL",18,14.132023127394449,185.5192000676162
BENADRYL,CARDIAC FAILURE,4,65.07663944611897,185.4972551045587
LISINOPRIL,HEMIPARESIS,73,4.572211177046669,185.4301561562563
MYCOPHENOLIC ACID,TREATMENT NONCOMPLIANCE,8,29.590195572297297,185.4084035860286
FLUOXETINE,MOOD ALTERED,4,68.07026737879427,185.37955286715973
RIFABUTIN,FIEBRE,11,20.85081342120511,185.2905727488537
OXALIPLATIN,PARAESTHESIA,12,18.95108171707273,185.16240206561298
81MG ASPIRIN,CARDIAC FAILURE CONGESTIVE,5,47.89403445704756,185.08650890996867
SENNOSIDES,PULMONARY MASS,8,28.92457984426969,185.01837870226086
ALLOPURINOL 100 MG - I/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
CARVEDILOL 3.125 MG-2/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
LIPITOR 20 MG - I/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
BUDESONIDE 3MG - L/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
FAMOTIDINE 40 MG - I/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
SPIRONOLACTONE 12.5 MG - 1/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
SALVESTROL PLATINUM,DYSSTASIA,8,28.751964710867103,184.9757063329019
FUROSEMIDE 20 MG I/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
LISINOPRIL 20 MG - I/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
LEXAPRO 10 MG - I/DAY,DYSSTASIA,8,28.751964710867103,184.9757063329019
ESCITALOPRAM,MYDRIASIS,4,123.25657576796222,184.8364612838142
ESCITALOPRAM,HALO VISION,4,123.25657576796222,184.8364612838142
ACETAMINOPHEN,REBOUND EFFECT,12,20.64361132117923,184.60008902559446
"DIPHENHYD/LIDOCAINE/MAG,AL/SIM (MAGIC MOUTHWASH)",VOMITO,12,18.84383064618405,184.56793523569175
FLONASE,INADEQUATE ANALGESIA,4,66.5314735970275,184.51681309093905
METOCLOPRAMIDE,INJECTION SITE PAIN,10,24.00185412663137,184.44479357804158
CIPROFLOXACIN,DEPRESION,48,5.8661969668773155,184.35567164806537
TAMSULOSIN,COCCIDIOIDOMYCOSIS,4,66.3383289185443,184.33743467216638
ALEVE,EYE DISORDER,3,93.84975202722498,184.32596486406496
ESTRADIOL,PANCREATIC CARCINOMA,8,29.287304645250185,184.31383793401247
QELBREE,AGGRESSION,6,39.66333898313639,184.06299915836794
BIT B/C/D/E,MUSCLE TIGHTNESS,3,91.78414998779601,183.95864677520785
SPORE BASED PROBIOTICS,MUSCLE TIGHTNESS,3,91.78414998779601,183.95864677520785
"KETOTIFEN (NONE USED AT TIME OF INCIDENT),",MUSCLE TIGHTNESS,3,91.78414998779601,183.95864677520785
CROMOLYN ORAL,MUSCLE TIGHTNESS,3,91.78414998779601,183.95864677520785
CROMOLYN NASAL,MUSCLE TIGHTNESS,3,91.78414998779601,183.95864677520785
ENVARSUS XR,CLOSTRIDIUM DIFFICILE INFECTION,8,28.76808444783677,183.82469232126076
AMITRIPTYLINE,NECK PAIN,4,63.4073440836003,183.81843270825493
OPDIVO,PANCREATITIS ACUTE,4,63.1604544447155,183.80820087830494
TEMOZOLOMIDE,HOSPITALISATION,9,25.425686227583597,183.64477863072767
SODIUM CHLORIDE,BLOOD URINE PRESENT,3,95.52870651809596,183.4703940676146
TACROLIMUS,CYTOMEGALOVIRUS INFECTION,4,74.17552358933074,183.39368538184667
FISH OIL,ANHEDONIA,12,19.53456000298476,183.38570646797376
VITAMIN B COMPLEX,ANHEDONIA,9,25.76806500355741,183.22782375832995
HYDROXYCHLOROQUINE 400MG DAILY,MIGRAINE,4,62.4656379201175,183.2112968468417
VITAMIN B2 100MG,MIGRAINE,4,62.4656379201175,183.2112968468417
ASA 325 DAILY,MIGRAINE,4,62.4656379201175,183.2112968468417
DULOXETINE HCL 90MG DAILY (60 + 30),MIGRAINE,4,62.4656379201175,183.2112968468417
LOSARTIN 50MG,MIGRAINE,4,62.4656379201175,183.2112968468417
CALCIUM SUPPLEMENT 100MG,MIGRAINE,4,62.4656379201175,183.2112968468417
TOPIRAMATE 150MG,MIGRAINE,4,62.4656379201175,183.2112968468417
LASIX 20MG TAB DAILY,MIGRAINE,4,62.4656379201175,183.2112968468417
MAGNESIUM 500MG,MIGRAINE,4,62.4656379201175,183.2112968468417
MTV,MIGRAINE,4,62.4656379201175,183.2112968468417
PREGABALIN,MOUTH ULCERATION,4,69.80565039290349,183.13292445149946
UNSPECIFIED INGREDIENT,DELIRIUM,5,51.74303121030453,183.02920887692608
XANAX,DEPRESION,33,7.696832484788951,182.99580049084798
CYANOCOBALAMIN\NALTREXONE\TOPIRAMATE,ADVERSE DRUG REACTION,4,63.73488576552437,182.97368395697063
AMLODIPINE BESYLATE,TREATMENT NONCOMPLIANCE,6,39.569525277673435,182.89741048110247
AMINO ACIDS,STRESS,9,26.745342001236175,182.84373558821008
LEVAQUIN,DECREASED ACTIVITY,4,64.75119621999825,182.80341809154413
VYVANSE,SOCIAL PROBLEM,6,43.35276611881378,182.7220658345593
FISH OIL,NYSTAGMUS,4,73.9050671546965,182.70354248947018
FLUOROURACIL CREAM,OEDEMA PERIPHERAL,4,63.07206859445125,182.5382655682683
BETADINE,OEDEMA PERIPHERAL,4,63.07206859445125,182.5382655682683
VASELINE PURE,OEDEMA PERIPHERAL,4,63.07206859445125,182.5382655682683
CABERGOLINE,MAREO,9,24.66767311013247,182.45729244117294
MOUNJARO,OSTEOARTHRITIS,4,65.67430047230893,182.42705226380815
ALEVE,FEELING COLD,3,92.79526284509181,182.26964757892074
LINEZOLID,HEAD DISCOMFORT,4,63.84784416180721,182.05128176819798
GELBREE,PANIC ATTACK,6,38.39972582506779,181.99496638349493
INVOKANA,ARTRALGIA,72,4.406989497620576,181.56845729691338
PROPRANOLOL,ELECTROCARDIOGRAM QT PROLONGED,4,68.68599508028196,181.35999838059652
NAPROXEN,RESPIRATORY TRACT INFECTION,4,65.9348022328813,181.2938642201998
IMDUR,THERAPY CESSATION,6,37.94617769373877,181.23519932951265
ROSUVASTATIN 20MG DAILY,HEPATIC ENZYME INCREASED,8,27.81583230817597,181.19013951577236
HYDROCHLOROTHIAZIDE,CEFALEA,64,4.6895855223717735,181.18176160190708
PAROXETINE,DRUG INTERACTION,8,28.72700211391186,180.805098567668
B12,PRODUCT COMMUNICATION ISSUE,21,11.245150687762154,180.7483291325548
PRAVASTATIN,CARDIAC FAILURE,4,63.44878888409822,180.6905200573004
RITUXIMAB,INFUSION RELATED REACTION,4,61.523829943343344,180.66291163227925
ASPIRIN CHEWABLE TABLET 162 MG,INFUSION RELATED REACTION,4,61.523829943343344,180.66291163227925
RUXIENCE,INFUSION RELATED REACTION,4,61.523829943343344,180.66291163227925
CREATINE,NERVOUSNESS,9,26.339335995513437,180.57826458511184
MAGNESIUM GLYCINATE,DRUG WITHDRAWAL SYNDROME,8,28.892832088221105,180.53968072694772
CLONAZEPAM,LOSS OF THERAPEUTIC RESPONSE,6,42.26270518219958,180.50510131572335
INSPIRE SLEEP DEVICE,POLLAKIURIA,5,47.550381729817325,180.32102961771832
BIPAP MACHINE,POLLAKIURIA,5,47.550381729817325,180.32102961771832
LIPOSOMAL GLUTATHIONE,MUSCLE DISORDER,3,91.76420670285373,180.25755947366028
CLOZAPINE,PLEURAL EFFUSION,8,27.755324914244476,180.12936171770545
ATENOLOL,TONIC CLONIC MOVEMENTS,3,92.64405238069367,180.12399214838052
LISINOPRIL,LYMPHATIC DISORDER,72,4.525236401053235,180.0460220289688
OXYCODONE,INADEQUATE ANALGESIA,4,64.93821666375075,179.9423769773739
OXYCODONE,RENAL TRANSPLANT,4,64.93821666375075,179.9423769773739
NORTRIPTYLINE,QUALITY OF LIFE DECREASED,8,28.169369283821602,179.92532890349636
SERTRALINE HYDROCHLORIDE,LETHARGY,8,28.508160100519365,179.90210411119378
GLEOSTINE (LOMUSTINE),COGNITIVE DISORDER,4,60.865878964592454,179.8116988628407
GAMUNEX-C,SPEECH DISORDER,3,90.55141889421432,179.7929869507394
LANTUS SOLOSTAR,BONE PAIN,4,61.43762904174795,179.78225117636376
MIRTAZAPINE,PALPITACIONES,60,4.950813409722448,179.7563264871508
CALCIUM CARBONATE,HAEMATOLOGICAL INFECTION,3,90.87048880601913,179.70211321243676
COENZYME Q10,FEELING JITTERY,9,26.626077732016583,179.5327123885987
SYMBICORT,STEVENS-JOHNSON SYNDROME,3,97.80582319618472,179.50378779840742
CAPECITABINE,PSEUDOMONAS INFECTION,4,67.58997256324746,179.48237877662902
CAPECITABINE,OESOPHAGEAL PAIN,4,67.58997256324746,179.48237877662902
CAPECITABINE,ENTEROCOLITIS,4,67.58997256324746,179.48237877662902
LITHIUM 300MG PO QD,TEMBLOR,4,60.70269969413555,179.31555177001434
SERTRALINE 200 MG PO QD,TEMBLOR,4,60.70269969413555,179.31555177001434
LITHIUM 300MG PO QHS,TEMBLOR,4,60.70269969413555,179.31555177001434
LITHIUM 600MG PO QHS,TEMBLOR,4,60.70269969413555,179.31555177001434
HALOPERIDOL 10 MG PO QD + 20 MG PO QHS,TEMBLOR,4,60.70269969413555,179.31555177001434
LENALIDOMIDE,CYSTITIS,9,26.64416561576882,179.30622054203937
LINCTAL,MUSCULAR WEAKNESS,4,61.15333516423005,179.2597468369004
VIBRID,MUSCULAR WEAKNESS,4,61.15333516423005,179.2597468369004
CEFAZOLIN,HIPOTENSION,12,18.29886567215577,179.25680416639182
FEBUXOSTAT,DEATH,4,60.33574491601332,179.17532564166748
ACETAMINOPHEN 500 MG PO Q 6 HOURS PRN,THROMBOCYTOPENIA,4,64.14820390416517,179.14941206902625
PHENERGAN,RENAL FAILURE,4,61.37074546728905,179.14342169415855
GARLIC,ARTRALGIA,72,4.3697641097930795,179.12713819789636
NUBEQA,PAIN IN EXTREMITY,4,60.93143000861504,179.10503266324244
LEXAPRO,EYE SWELLING,6,39.90883900909091,179.08524295269524
PROZAC,SENSORY DISTURBANCE,12,19.41516108261754,178.9145245190132
HALOPERIDOL,NEUMONIA,20,11.481974740002782,178.91021623412828
ONDANSETRON,BLOOD GLUCOSE DECREASED,3,108.12858151383952,178.85261577454267
FLONASE,OSTEOARTHRITIS,4,64.38530407667524,178.71869716252817
VERAPAMIL,RESTLESS LEGS SYNDROME,3,89.56121440315664,178.70080170810363
LOSARTAN,PRODUCT DISPENSING ISSUE,6,40.93775170434696,178.52096568587547
SUPPLEMENTAL FIBER,PRODUCT COMMUNICATION ISSUE,6,37.73017379586777,178.38985762501412
HORMONE REPLACEMENT THERAPY ANTIHISTAMINES,PRODUCT COMMUNICATION ISSUE,6,37.73017379586777,178.38985762501412
LISINOPRIL,BRADYKINESIA,63,4.936621246298413,178.29325317615655
ERGOCALCIFEROL,ABNORMAL BEHAVIOUR,3,90.75581108444138,178.28828897881925
CITALOPRAM,AGORAPHOBIA,5,57.25252299624851,178.21532107864655
CITALOPRAM,QUALITY OF LIFE SCALE,5,57.25252299624851,178.21532107864655
MELATONIN,TOOTHACHE,3,98.09173148860003,177.96307339737692
XANAX,TIC,3,116.38282468063701,177.92595312149132
BIOBOOST PLUS,IMPAIRED WORK ABILITY,3,87.98744743654716,177.92595312149132
MEN MULTIVITAMIN,IMPAIRED WORK ABILITY,3,87.98744743654716,177.92595312149132
XANAX,CREPITATIONS,3,116.38282468063701,177.92595312149132
RIFABUTIN,ACTIVITIES OF DAILY LIVING DECREASED,4,63.92287670154983,177.89092206590396
LIOTHYRONINE SODIUM,MUSCLE TIGHTNESS,3,88.8229350370366,177.86605267639047
JANUVIA,ARTRALGIA,73,4.31294207218172,177.79651959541434
COENZYME Q10,APPETITE DISORDER,9,26.33977644599538,177.6134135107358
LISINOPRIL,PERIPHERAL VASCULAR DISORDER,72,4.483720480295389,177.5820848502374
CORLANOR,CEREBROVASCULAR ACCIDENT,4,60.82115703617659,177.49981220825632
JARDIANCE,MIALGIA,73,4.324852546055933,177.406344689399
OCTAGAM IMMUNE GLOBULIN (HUMAN),DOLOR TORACICO,8,27.534265452392294,177.3393547276361
TERBINAFINE,CHROMATURIA,3,89.8269910454274,177.32407521601405
LINEZOLID,EPISTAXIS,4,62.15277170834226,177.20959570553546
EMPAGLIFLOZIN,CANDIDA INFECTION,3,103.36352324718024,177.04221305207992
LISINOPRIL,CARDIOMEGALY,72,4.473460252712486,176.9729916240504
WEGOVY,ANGIOEDEMA,4,63.621985111188906,176.86100854543403
LISINOPRIL,FOOD CRAVING,63,4.908290572961174,176.83332796626826
SKYRIZI,EYE IRRITATION,6,38.82047322767899,176.79719386393683
NAC,HYPERHIDROSIS,4,60.88906943307801,176.7799183005607
HERBALS\TURMERIC,ARTRALGIA,78,4.1295031567234615,176.76646267800965
TAMOXIFEN,MIGRAINE,4,60.31135441661944,176.65710650699165
POTASSIUM 10MEQ,MIGRAINE,4,60.31135441661944,176.65710650699165
TALTZ,MIGRAINE,4,60.31135441661944,176.65710650699165
ACETAMINOPHEN 500 MG PO Q 6 HOURS PRN,DYSGEUSIA,4,63.23180365675574,176.63642295866742
RECLAST,GLAUCOMA,4,62.56083144016442,176.30053591943192
COREG,BALANCE DISORDER,3,87.58060788562699,176.2787020484189
LEVOMEFOLATE CALCIUM,IMPULSIVE BEHAVIOUR,9,25.62492579264061,176.12474375365485
20MG LEXAPRO,IMPULSIVE BEHAVIOUR,9,25.62492579264061,176.12474375365485
IRON,BEDRIDDEN,72,4.39592629077625,175.51304367748958
PROGESTERONE,MIGRAINE,12,18.322595739394234,175.3815417987089
KEPPRA,DISFAGIA,3,87.46394092801916,175.27143013653418
PALIPERIDONE,HEART RATE IRREGULAR,4,61.04186628641763,175.17680432433878
LEXAPRO,DRUG WITHDRAWAL SYNDROME,8,28.084026225212238,175.09741150229442
NUCALA,QUALITY OF LIFE DECREASED,6,37.3486738974168,175.05935508344095
IRON,FIBRILACION AURICULAR,72,4.388247818253232,175.0441499901937
XCOPRI,SEIZURE,11,19.47085105125268,174.93319445241573
DULOXETINE,DOLOR,63,4.707363650567237,174.8867829100742
SINGULAIR,JOINT RANGE OF MOTION DECREASED,3,93.95142774824602,174.83050658879762
TEPEZZA,BLOOD GLUCOSE INCREASED,4,59.597812534805534,174.70820181768272
METHIMAZOLE,BLOOD GLUCOSE INCREASED,4,59.597812534805534,174.70820181768272
TEMOZOLOMIDE,INFECCION,9,24.261619236476193,174.7010142768072
SIROLIMUS,RESPIRATORY DISTRESS,4,60.2926337983623,174.68550316092794
OLMESARTAN,ARTRALGIA,72,4.299705779572035,174.53894131372815
ERGOCALCIFEROL,"HALLUCINATIONS, MIXED",3,88.80407748694063,174.47284861950985
TACROLIMUS,CARDIAC FAILURE,8,28.80626446809225,174.31531679421983
OXYCODONE,OSTEOARTHRITIS,4,62.84344235940947,174.28292844173808
LACTULOSE,RESPIRATORY FAILURE,15,14.867682077536099,174.18923823626236
TRIAMCINOLONE ACETONIDE,DERMATITIS ATOPIC,3,96.88124365998677,174.08031883341167
VORICONAZOLE,NEUMONIA,4,58.963820583406886,174.02792504762004
NORTRIPTYLINE,PULMONARY EMBOLISM,8,27.244617737424438,173.68179877299104
MAGNESIUM,TENDONITIS,27,9.095297763966283,173.61038563625536
VITAMIN E,PSYCHOTIC DISORDER,4,60.62073686716715,173.38790360217197
VITAMIN E,DELUSION,4,60.62073686716715,173.38790360217197
UBIQUINOL,MUSCLE STRAIN,3,87.87589307280054,173.32287746419348
OMEGA 3,RESPIRATORY FAILURE,12,18.18365332267646,173.22363520677283
DOXYCYCLINE HYCLATE,EYE PAIN,4,60.02674643524775,173.21259973658024
AMINO ACIDS,NERVOUSNESS,9,25.337694930774305,173.13379794236832
DIPHENHYDRAMINE,NEUTROPENIA,5,45.995431244473096,172.7291445043478
CETIRIZINE HYDROCHLORIDE,SPINAL PAIN,4,65.1245514418639,172.70715409552616
UPTRAVI,OXYGEN SATURATION DECREASED,3,86.48250288388225,172.57271142575374
PROLIA,FALL,17,12.838513863663628,172.51164432193758
PAROXETINE HYDROCHLORIDE,WITHDRAWAL SYNDROME,20,11.129286157344609,172.46049142140225
VITAMIN D NOS,DYSKINESIA,4,61.31481123136574,172.3635768347683
VITAMIN D NOS,SELF-INJURIOUS IDEATION,4,61.31481123136574,172.3635768347683
WINREVAIR,APPENDICITIS,4,64.76945250597457,172.22525270520785
CLONAZEPAM,DEPRESION,32,7.523430568120681,172.16279250756003
ESCITALOPRAM,FEELING ABNORMAL,33,7.588938482950832,172.1131505539176
MULTI-VITAMIN,PNEUMONIA ASPIRATION,3,86.62530510500159,172.10442404060092
IBUPROFEN,FATIGA,52,5.222914076114789,172.04214734371493
CALCIUM,VITREOUS DETACHMENT,3,107.43723236755847,171.79640547606596
PANTOPRAZOLE 20MG TABLETS,GAIT DISTURBANCE,4,58.44598979446695,171.74405857229638
WEGOVY,CHOLELITHIASIS,4,61.69405211554388,171.61313295151226
VENLAFAXINE HCL,DISSOCIATION,3,86.1152807914273,171.52973657595672
ZINC,DRUG INTERACTION,8,27.357302147578903,171.5185092559131
SIROLIMUS,DRUG INTERACTION,4,59.206281033173624,171.47544275767126
ALLOPURINOL,HYPERSOMNIA,8,27.19498188343285,171.37612325988792
BLISOVI 1/20 FE ORAL 1X DAY,DRUG HYPERSENSITIVITY,6,36.52732710475188,171.2856441634863
SERTRALINE 50MG ORAL 1X DAY,DRUG HYPERSENSITIVITY,6,36.52732710475188,171.2856441634863
SERTRALINE,MENTAL IMPAIRMENT,8,29.54978104159869,171.24979577947826
BUPRENORPHINE,SEPTICEMIA,4,58.60977951552106,171.2281956857081
LIPOSOMAL K2-4,ALLODYNIA,3,86.40232533329859,171.21522625362599
LIPOSOMAL THEANINE,ALLODYNIA,3,86.40232533329859,171.21522625362599
ACETYL CARNITIN,ALLODYNIA,3,86.40232533329859,171.21522625362599
LIPOSOMAL K2-7,ALLODYNIA,3,86.40232533329859,171.21522625362599
LIPOSOMAL ERGOTHIONEINE,ALLODYNIA,3,86.40232533329859,171.21522625362599
CHONDROITIN,ALLODYNIA,3,86.40232533329859,171.21522625362599
PROLINE,ALLODYNIA,3,86.40232533329859,171.21522625362599
CHELATED MAGNESIUM BISGLYCINATE,ALLODYNIA,3,86.40232533329859,171.21522625362599
RPLUS-ALA,ALLODYNIA,3,86.40232533329859,171.21522625362599
LIPOMOMAL CURCUMIN,ALLODYNIA,3,86.40232533329859,171.21522625362599
FENTANYL,RESPIRATORY DISTRESS,12,18.427283760103876,171.1034715411694
ERLEADA,MUSCULAR WEAKNESS,8,26.758890043476036,170.9443338319529
MELOXICAM,DRUG INTERACTION,8,27.257324047846545,170.8407092555548
SIMVASTATIN,ARTRALGIA,73,4.20667371309258,170.7566628800511
LISINOPRIL,PANCREATITIS,73,4.327627881486951,170.70217346350145
MIRALAX,MOOD SWINGS,6,36.94336005863343,170.65468123325024
FLONASE,PRODUCT DISPENSING ISSUE,4,61.41368396518597,170.65196388952987
AUVELITY,ANORGASMIA,18,12.267007120575538,170.55680323363052
DEVICE,PULSE ABSENT,3,101.81577737284209,170.4620121530701
PROPRANOLOL,QUALITY OF LIFE DECREASED,12,17.941825281779856,170.31867286410173
DESCOVY,DOLOR TORACICO,4,58.01692303344823,170.28825458534848
MIRTAZAPINE,DOLOR,60,4.769947803159163,170.12630113325983
AMINO ACIDS,SELF ESTEEM DECREASED,6,40.11791867013217,170.0896357021709
INVESTIGATIONAL PRODUCT,ASTHENIA,12,17.353576006754558,170.04801630557498
ESOMEPRAZOLE,BLOOD PRESSURE FLUCTUATION,4,59.91721015300022,170.0202538885238
TRAMADOL,PERIPHERAL COLDNESS,3,94.22188617931596,170.0014335456067
REMODULIN,FLUSHING,8,27.177190290633444,169.99824830615222
SINGULAIR,INJECTION SITE HYPOAESTHESIA,3,91.18816700810076,169.9728115809694
BERBERINE,PANCREATITIS ACUTE,4,58.565817012367646,169.94354348948477
OZEMPIC,VISION BORROSA,72,4.291652198543078,169.9036031139769
DIPHENHYDRAMINE,THERAPY CHANGE,9,23.431653793972803,169.61967095959585
RIZATRIPTAN,PULMONARY THROMBOSIS,4,59.5830126252715,169.6070906027126
THYROID,OEDEMA PERIPHERAL,4,58.750621938285484,169.56894267390285
ALPHA LIPOIC ACID,MUSCULAR WEAKNESS,8,26.552922049774605,169.51918613579588
ACTIVATED CHARCOAL (CAPSULE),ASTHENIA,36,6.729874957340387,169.29709880031658
WELLBUTRIN,DEPRESION,60,4.767275503722961,169.25718806013967
METAMUCIL SUGAR FREE PO,RENAL CYST,8,26.951115527457148,169.23908879201886
ESTRADIOL 0.1% VAGINAL CREAM,RENAL CYST,8,26.951115527457148,169.23908879201886
PREVIDENT 5000 BOOSTER PLUS 1.1%,RENAL CYST,8,26.951115527457148,169.23908879201886
ACETAMINOPHEN 325 MG TABLETS,RENAL CYST,8,26.951115527457148,169.23908879201886
OMEPRAZOLE 20 MG DR CAPSULES,RENAL CYST,8,26.951115527457148,169.23908879201886
GAVISCON 80-14.2 MG PER CHEWABLE TABLET,RENAL CYST,8,26.951115527457148,169.23908879201886
"NYSTATIN 100,000 UNIT/G OINTMENT",RENAL CYST,8,26.951115527457148,169.23908879201886
REFRESH TEARS (OPHTHALMIC),RENAL CYST,8,26.951115527457148,169.23908879201886
SENNOSIDES 8.6 MG TABLETS,RENAL CYST,8,26.951115527457148,169.23908879201886
MAGNESIUM CITRATE PO,RENAL CYST,8,26.951115527457148,169.23908879201886
FLUTICASONE 50MCG/ACTUATION NASAL SPRAY,RENAL CYST,8,26.951115527457148,169.23908879201886
BEYFORTUS,BLOOD PRESSURE DECREASED,4,58.416864667518,169.14151547148415
ONDANSETERON,POOR QUALITY SLEEP,3,85.74268337647075,169.04210881620094
ALLEGRA ALLERGY,POOR QUALITY SLEEP,3,85.74268337647075,169.04210881620094
SUMATRIOTAN,POOR QUALITY SLEEP,3,85.74268337647075,169.04210881620094
VALIUM,PARANOIA,6,36.56175873516474,168.98940344306723
BUSPAR,ANORGASMIA,18,12.169022601184093,168.94494935178756
SKYRIZI,SWOLLEN TONGUE,6,37.1078078544823,168.88018805152132
ESCITALOPRAM,OBSESSIVE THOUGHTS,17,13.69584911304554,168.87000585932668
TACROLIMUS,GASTROENTERITIS VIRAL,4,67.43235646764226,168.7585297564014
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",HALLUCINATION,12,17.573244965338706,168.6604599966422
AMITRIPTYLINE,DRUG INTERACTION,4,58.266212794805654,168.64537327523732
PANTOPRAZOLE SODIUM,DRUG ERUPTION,3,88.73075315122502,168.63557797126091
CREATINE,IMPULSIVE BEHAVIOUR,9,24.612169298505865,168.5618175872436
VITAMIN D,MELAENA,24,9.856906955132105,168.5547510751299
PROCHLORPERAZINE,VOMITO,13,16.10402403083204,168.5437014672475
MEKINIST,THERAPY INTERRUPTED,7,29.985678682780378,168.5392908354756
GLIMEPIRIDE,VICTIM OF CRIME,4,58.46703615389097,168.53676400302385
ZYRTEC,EYE SWELLING,6,37.68166031105429,168.5267922395799
REMICADE,INFUSION RELATED REACTION,6,35.84673158924123,168.51147817730381
TAMSULOSIN,DRUG-INDUCED LIVER INJURY,4,60.48496448020255,168.40803954217284
FIBER THERAPY (CALCIUM POLYCARBOPHIL),PRODUCT DISPENSING ERROR,4,58.535557658690266,168.24491713002294
CETIRIZINE HYDROCHLORIDE,HYPOGLYCAEMIA,4,63.31554634662164,168.2184267189786
LOMOTIL,BLOOD GLUCOSE INCREASED,4,57.39020449445576,167.98350268290886
COD LIVER OIL,SEXUAL DYSFUNCTION,8,26.595928415364646,167.94819628413475
ROCEPHIN,INJECTION SITE SWELLING,3,86.43114877973444,167.9306162834619
FLUTICASONE,BILE DUCT STENOSIS,8,26.461323564540738,167.91708873416667
FLUTICASONE,BURSITIS,8,26.461323564540738,167.91708873416667
