drugname,pt,count_a,prr,chi2
WARFARIN,BURNING SENSATION,4,6.913474465583027,14.7597069067063
CIPROFLOXACIN,CLOSTRIDIUM DIFFICILE INFECTION,8,3.9915979062971845,14.757240189214846
MELATONIN,NAUSEA,11,3.210215854192915,14.745511866506227
VENLAFAXINE,IRRITABILITY,3,9.383820831589388,14.74083272566852
TYLENOL,MUSCLE STRAIN,3,9.526737761551916,14.736889723304024
VITAMINS,HEPATIC STEATOSIS,8,4.043263954546878,14.732677862101056
ACETAMINOPHEN,PULMONARY MASS,8,3.9848310912591214,14.723579584301058
DROXIDOPA,FATIGA,4,6.848455788950693,14.721034772118282
LEVOTHYROXINE,HEPATIC ENZYME INCREASED,18,2.503722103047252,14.705945575300511
PREGABALIN,DOLOR TORACICO,6,4.866541308271476,14.678865747955436
WINREVAIR,OXYGEN SATURATION DECREASED,3,9.402060147890378,14.672180987939393
XARELTO,PRURITO,3,9.288688701973658,14.66428736545399
ATORVASTATIN,DRY SKIN,4,7.146234199184099,14.661776279394065
ELIQUIS,PRURITO,9,3.6539899808662404,14.65963619313136
VITAMIN D3,BLOOD PRESSURE DECREASED,6,4.926265771777656,14.657907729147265
MAGNESIUM,LETHARGY,8,4.002888348418643,14.648887629632027
VITAMIN D,LETHARGY,8,4.000501381478871,14.63378822639336
CALCIUM CARBONATE,TEMBLOR,3,9.249332457792503,14.63350906117769
AJOVY,CEREBROVASCULAR ACCIDENT,3,9.322155523442056,14.630426660252658
MAGNESIUM GLYCINATE,URTICARIA,4,6.915841543207813,14.622387350851639
IBUPROFEN,ANAEMIA,5,5.692379757050461,14.607090977971664
AZITHROMYCIN,DOLOR TORACICO,4,6.878094061556648,14.602565758573517
ESCITALOPRAM,IRRITABILITY,9,3.685596341710239,14.595442885860217
ESCITALOPRAM,MALAISE,9,3.685596341710239,14.595442885860217
REPATHA,PAIN IN EXTREMITY,4,6.8737845384257685,14.582896562743848
PROLIA,BLOOD GLUCOSE INCREASED,4,6.880132529532292,14.573613692722668
DILTIAZEM,DEATH,4,6.810261691167445,14.550483913572842
ZYRTEC,ARTRALGIA,11,3.1951813903250166,14.533907676248742
HERBALS\MITRAGYNINE,ANSIEDAD,3,9.140267493398689,14.528992250229821
QUETIAPINE,OSTEOMYELITIS,4,7.095146453901029,14.526269441953765
VITAMIN B12,SEIZURE,8,3.9012856661849815,14.523504508607981
NUPLAZID,SEPTICEMIA,3,9.254502296510015,14.522467068735873
NYSTATIN,CEFALEA,8,3.8771129068813086,14.510019280066128
OZEMPIC,HICCUPS,4,7.31554586295263,14.470545258834658
IRON,MALNUTRITION,4,7.3457866493146575,14.44608616979743
HYDRALAZINE,DYSSTASIA,3,9.197392089203582,14.435042549584354
FLOVENT HFA,DIARREA,3,9.128403767801837,14.42134432662435
ATORVASTATIN,OSTEOPENIA,4,7.055775770121872,14.41449381495562
ALBUTEROL,DRY SKIN,4,7.058101350395361,14.411668144209376
LEVOMEFOLATE CALCIUM,ABDOMINAL PAIN UPPER,9,3.6141565542456973,14.409428681276166
20MG LEXAPRO,ABDOMINAL PAIN UPPER,9,3.6141565542456973,14.409428681276166
VILOXAZINE,NAUSEA,3,9.067594571471092,14.404487610373181
ASPIRIN,DEATH,29,2.046125644901164,14.394326746062218
MAGNESIUM GLYCINATE,MOOD SWINGS,3,9.2429691462556,14.381309605731905
COD LIVER OIL,INSOMNIO,8,3.8730674213058296,14.381286960276276
HYDROXYCHLOROQUINE,MIALGIA,4,6.757014160513453,14.37933771373947
KISQALI,THERAPY CHANGE,3,9.152001050251453,14.369633368655359
EZETIMIBE,CEREBROVASCULAR ACCIDENT,3,9.180775461563218,14.342939595829252
TRAZODONE,SPEECH DISORDER,4,6.922496979951845,14.338198407239254
OPSUMIT,FLUSHING,3,9.215153553463956,14.327206227687103
MELATONIN,ARTRALGIA,9,3.5782777386560447,14.320946234319852
OMEPRAZOLE,SUICIDE ATTEMPT,4,6.948149305770148,14.315597660036515
VITAMIN B12,TOXICITY TO VARIOUS AGENTS,4,6.797946296890862,14.3113302841123
PRAMIPEXOLE,PALPITACIONES,4,6.739982605549766,14.31112253408378
DIPHENHYDRAMINE,CONFUSION,3,9.131452822236868,14.308121914427787
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",CONFUSION,4,6.78549448533713,14.298051741788147
MIRTAZAPINE,HOMICIDAL IDEATION,4,7.035109888114243,14.295890130617428
VALIUM,DOLOR,6,4.7536897081069505,14.292675196905085
GABAPENTIN,HEART RATE IRREGULAR,4,6.896539523423204,14.288167574094661
SENNOSIDES,NAUSEA,8,3.8476723925014364,14.288145967338076
EVEROLIMUS,DEATH,5,5.499799617906268,14.2803115464458
FAMOTIDINE,DEATH,14,2.78065558429892,14.26089441911842
SERTRALINE,TINITUS,9,3.6047276172015583,14.24556208211962
DUPIXENT,QUALITY OF LIFE DECREASED,4,6.784392531832422,14.239704544413334
CALCIUM,ASMA,4,6.821531632677753,14.234933521002764
LEVOFLOXACIN,LOSS OF PROPRIOCEPTION,3,9.348478669259329,14.227684868970753
LEVOFLOXACIN,OCCIPITAL NEURALGIA,3,9.348478669259329,14.227684868970753
PREDNISONE,HEART RATE DECREASED,4,6.850999512273754,14.219246830830091
METOPROLOL,MUSCULAR WEAKNESS,6,4.78219643414433,14.209968881494824
CREATINE,DOLOR ABDOMINAL,9,3.587441966862442,14.207631831273115
IRON,HYPERCALCAEMIA,8,3.987728113420413,14.20488703413092
INSULIN NOS,THERAPY CESSATION,3,9.017037275366315,14.203364571879279
RIFABUTIN,RESTLESSNESS,4,6.745127640754155,14.196547656341066
ALBUTEROL,MANIA,9,3.6219276818922017,14.194870839563556
METFORMIN,DEHYDRATION,9,3.599345493466042,14.174645528802063
DESVENLAFAXINE,WITHDRAWAL SYNDROME,3,9.018368601956922,14.16642934076821
LIOTHYRONINE,WITHDRAWAL SYNDROME,3,9.018368601956922,14.16642934076821
VITAMIN D NOS,MAREO,7,4.204835745134191,14.138092872176308
GSK4524184 100 MG TABLET,FATIGA,11,3.1438389273705583,14.126174013175527
ICOSAPENT ETHYL 1,RENAL IMPAIRMENT,4,6.689358487156357,14.120321982809703
VITAMIN D,CONFUSION,13,2.909542040876535,14.11859615914113
SILDENAFIL,DEATH,7,4.202554752406438,14.111713323418146
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,BURNING SENSATION,4,6.690327762886472,14.09511590156981
BETADINE,VISION BLURRED,4,6.657613625482083,14.081788282829201
FLUOROURACIL CREAM,VISION BLURRED,4,6.657613625482083,14.081788282829201
VASELINE PURE,VISION BLURRED,4,6.657613625482083,14.081788282829201
ATENOLOL,DEATH,5,5.443073930958937,14.058516533345614
FAMOTIDINE,DRUG INTOLERANCE,3,9.152315324111395,14.049613058887507
ROCEPHIN,FALL,4,6.661378477401564,14.036154648802954
VALSARTAN,THERAPY CESSATION,4,6.647142437073473,14.03366807341713
VITAMIN D3,POOR QUALITY SLEEP,4,6.844586820244961,14.003182222511128
VITAMIN D3,CHROMATURIA,4,6.844586820244961,14.003182222511128
BENADRYL,EXANTEMA,3,8.973210358687282,13.993048552632839
FLUOXETINE,PARAESTHESIA,6,4.706280834546236,13.983399056127574
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",INFUSION RELATED REACTION,4,6.674861463876133,13.972924753480973
CIPROFLOXACIN,PAIN IN EXTREMITY,11,3.162391708582357,13.96390982364249
MELOXICAM,DYSPNEA,10,3.3070467783432624,13.96013581847011
HEPARIN,HIPOTENSION,3,8.89526185592067,13.945144256421122
VITAMINS,STEVENS-JOHNSON SYNDROME,3,9.692944458023216,13.93451095889684
ALBUTEROL,WRIST FRACTURE,4,6.881649262885012,13.929453058201611
SPRAVATO,THERAPY INTERRUPTED,3,8.89094667732447,13.925191323642213
LYSINE,INJECTION SITE INFLAMMATION,3,9.51671689819587,13.923782133689173
GABAPENTIN,OSTEOMYELITIS,3,9.181008070630028,13.910973246859855
LIOTHYRONINE,SUICIDAL IDEATION,3,8.891244024565822,13.907160807214005
GINGER,ARTRALGIA,4,6.5900365472322315,13.901720124176025
VITAMIN B12,MUSCULAR WEAKNESS,4,6.655132360123178,13.892554314826743
MYCOPHENOLIC ACID,SEPTICEMIA,4,6.6559893616009855,13.87058376240125
TADALAFIL,BLOOD PRESSURE DECREASED,3,8.974060658165442,13.852580903321085
FOLIC ACID,PRODUCT DISPENSING ERROR,3,9.001183655128733,13.826029977519086
MIDODRINE,MAREO,4,6.561384217238163,13.816658545832945
PAXIL,SOCIAL ANXIETY DISORDER,6,4.741879229523543,13.810057421201753
VITAMINS,BILIARY TRACT DISORDER,8,3.8910982716928095,13.805937010640825
LEVOTHYROXINE,WEIGHT DECREASED,11,3.1399519184150453,13.799673128793296
OMEPRAZOLE,PULMONARY THROMBOSIS,4,6.763685495850129,13.799222921618899
VITAMINS,BLOOD IRON DECREASED,4,6.959060167867444,13.775234539022106
FUROSEMIDE,THERAPY INTERRUPTED,9,3.5133918400724586,13.769011718984688
SUBOXONE,FLUID RETENTION,3,8.82389475247264,13.765794513761985
UBIQUINOL,MUSCLE ATROPHY,3,8.828860716174056,13.764795470900639
ZOLOFT,NERVOUS SYSTEM DISORDER,3,9.162496699114461,13.76242191263871
ALLEGRA,TACHYCARDIA,3,8.855475254712974,13.756210485884209
WINREVAIR,MAREO,11,3.108197480381823,13.755666432258025
GABAPENTIN,HIPERTENSION,13,2.8493795531640673,13.719931353099703
ATORVASTATIN,DRUG ERUPTION,3,9.290086786151353,13.717935710941637
.DELTA.9-TETRAHYDROCANNABINOL\CANNABIDIOL\HERBALS,PRODUCT COMMUNICATION ISSUE,5,5.395217989314651,13.716820590165963
OMEGA 3,NECK PAIN,3,8.914420829880752,13.711256727006058
ATORVASTATIN,INSURANCE ISSUE,4,6.797638269157459,13.708148671356533
PAROXETINE,INFECCION URINARIA,4,6.592094341344364,13.706061637421433
ASPIRIN,OSTEOPENIA,4,6.805516868875768,13.704815053013107
ALBUTEROL,CEREBELLAR INFARCTION,4,6.796690842218192,13.697110723940062
CALCIUM,INJECTION RELATED REACTION,3,8.953254358892218,13.66990077552567
AMINO ACIDS,BLUNTED AFFECT,6,4.673949749738306,13.667388748466838
ASPIRIN,GAIT INABILITY,9,3.5474574877667138,13.661282836154092
ZOLOFT,RESTLESSNESS,10,3.3045160608008786,13.657160150395125
VITAMIN E,WITHDRAWAL SYNDROME,4,6.5315364782914695,13.646958838928326
PROBIOTICS NOS,EYE IRRITATION,3,8.938033210603775,13.641903344912713
NUCALA,DYSPNEA,5,5.323280674290455,13.61781515364609
FOLIC ACID,PERSONALITY CHANGE,3,8.890739821697474,13.607407885982889
TORSEMIDE,DYSSTASIA,3,8.79136578364725,13.607008587042571
GLIMEPIRIDE,SEIZURE,4,6.500334232308958,13.59660215081274
TOPAMAX,DISTURBANCE IN ATTENTION,3,8.772965287258323,13.594802585045802
JARDIANCE,CYST,4,6.836799496165079,13.573913862905052
GLIPIZIDE,PALPITACIONES,4,6.480657067303063,13.536464915016317
MIRTAZAPINE,RASH ERYTHEMATOUS,5,5.486790137080313,13.532304064736085
OMEPRAZOLE,DOLOR,20,2.3090566121148512,13.505080041473688
ZETIA,FALL,3,8.694646882454883,13.504398242439795
VITAMIN K,DOLOR ABDOMINAL,4,6.492752976989543,13.488889635013255
RIZATRIPTAN,IMPAIRED WORK ABILITY,3,8.721360354346169,13.47862178826808
PAXIL,ANGER,6,4.660821535123351,13.439293215450354
PRAZOSIN,DIARREA,4,6.446646531640244,13.423765951160767
METOCLOPRAMIDE,PARAESTHESIA,10,3.2598134015404385,13.412817979336577
TIRZEPATIDE,INFECCION URINARIA,4,6.492086532454448,13.410940300107423
VYVANSE,NIGHTMARE,6,4.618715685539031,13.408105354472637
VITAMIN D,PANIC ATTACK,16,2.5564716051960525,13.398015947487973
ELIQUIS,FALL,12,2.936151876980334,13.386740066370827
COENZYME Q10,ALANINE AMINOTRANSFERASE INCREASED,3,8.875359244005528,13.37518737164816
CREATINE,ABDOMINAL PAIN UPPER,9,3.471316705038644,13.371629672314223
QUETIAPINE,GLAUCOMA,4,6.672817325181113,13.36987608647552
VYVANSE,POOR QUALITY SLEEP,3,8.831143186574758,13.354478544482618
OXALIPLATIN,DIARREA,5,5.271274771872192,13.347886796693405
OMEGA 3,URTICARIA,4,6.480344308416007,13.338884208401167
METRONIDAZOLE,HYPOAESTHESIA,3,8.651200963772897,13.325888070309336
LAMOTRIGINE,GLAUCOMA,4,6.654252584453543,13.317198425449059
VITAMIN E,VOMITO,4,6.418085491578696,13.311703215658877
MAGNESIUM GLYCINATE,CRYING,3,8.706547317008805,13.310364918823288
WARFARIN,GASTROINTESTINAL DISORDER,4,6.42292528392921,13.30944812838845
AMOXICILLIN,DEATH,3,8.555459788161068,13.279001414269665
OPSUMIT,ANAEMIA,3,8.685078826316053,13.26879201930307
ATORVASTATIN,GLAUCOMA,4,6.635790128798839,13.264819967707675
DASATINIB,PLEURAL EFFUSION,3,8.580144992671729,13.260086875553752
CLINDAMYCIN,DIARREA,3,8.557752524296102,13.248181640696416
OMEGA 3,IMPAIRED WORK ABILITY,5,5.27861767603652,13.2428612659528
FLUTICASONE,CEFALEA,9,3.4184502102506245,13.240302456910326
MOUNJARO,DRUG INEFFECTIVE,5,5.258030918891325,13.237443075487311
NORTRIPTYLINE,DOLOR ABDOMINAL,4,6.4066933270759945,13.233765130645352
AMINO ACIDS,DOLOR ABDOMINAL,9,3.4510175251635347,13.218227329596772
OZEMPIC,CIRCUMSTANCE OR INFORMATION CAPABLE OF LEADING TO MEDICATION ERROR,4,6.816760924799953,13.200431027559883
PRISTIQ EXTENDED-RELEASE,PANIC ATTACK,6,4.54892324582281,13.193059616792189
PROZAC,HIPERTENSION,12,2.9174869513716395,13.192002761714237
TORSEMIDE,DEHYDRATION,3,8.573259465385853,13.165651602143905
LEVOFLOXACIN,AXILLARY PAIN,3,8.785318680709954,13.148768716002406
PROPRANOLOL,ASTHENIA,12,2.896062539431078,13.14326063780022
COENZYME Q10,WEIGHT DECREASED,9,3.445293752584823,13.142697322668118
PREGABALIN (LYRICA) 25 MG ORAL CAP 50 MG,NAUSEA,5,5.184003898718109,13.116407933889084
METHOCARBAMOL (ROBAXIN) 500 MG ORAL,NAUSEA,5,5.184003898718109,13.116407933889084
MIRTAZAPINE (REMERON) 15 MG ORAL TAB 30 MG,NAUSEA,5,5.184003898718109,13.116407933889084
SYMBICORT 160-4.5 MCG/ACTUATION INHL HFAA,NAUSEA,5,5.184003898718109,13.116407933889084
"CAPECITABINE (XELODA) 500 MG TAB DR.R 4,500 MG (2500 MG AM, 2000 MG PM",NAUSEA,5,5.184003898718109,13.116407933889084
ONDANSETRON (ZOFRAN) 8 MG,NAUSEA,5,5.184003898718109,13.116407933889084
LAMOTRIGINE 150 MG TAB TORR 150 MG,NAUSEA,5,5.184003898718109,13.116407933889084
FERROUS SULFATE 65 MG,NAUSEA,5,5.184003898718109,13.116407933889084
ALBUTEROL (PROAIR/PROVENTIL/VENTOLIN) 90 MCG/ACTUATION INHL HFAA,NAUSEA,5,5.184003898718109,13.116407933889084
ACETOMETOPHAN (TYLENOL) 500 MG TAB,NAUSEA,5,5.184003898718109,13.116407933889084
XELODA,NAUSEA,5,5.184003898718109,13.116407933889084
LISINOPRILHYDROCHLOROTHIAZIDE (PRINZIDE/ZESTORETIC) 10-12.5 MG,NAUSEA,5,5.184003898718109,13.116407933889084
DIPHENOXYLATE/ATROPINE (LOMOTIL) 2.5 MG TAB,NAUSEA,5,5.184003898718109,13.116407933889084
AMLODIPINE (NORVASC) 10 MG ORAL,NAUSEA,5,5.184003898718109,13.116407933889084
ESCITALOPRAM,SKIN EXFOLIATION,8,3.7494360497017,13.096083282335028
LISINOPRIL,ESTRENIMIENTO,27,2.0534685190510995,13.093282585264387
IRON,HICCUPS,4,6.8082926990961345,13.092884264619327
VYEPTI,GASTROINTESTINAL DISORDER,3,8.495063970692494,13.08037418045031
MIRTAZAPINE,"HALLUCINATION, AUDITORY",4,6.584142474681618,13.069734945592971
DULOXETINE,HOMICIDAL IDEATION,4,6.599913152219079,13.06790113059918
CALCIUM,URTICARIA,5,5.252581132068866,13.065893991457182
SEROQUEL,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,6,4.513238834017595,13.059381770394818
GABAPENTIN,NEUMONIA,13,2.784564281749169,13.056475126026168
COD LIVER OIL,FATIGA,9,3.3953091804607185,13.026025926091656
ASPIRIN,INSURANCE ISSUE,4,6.556535158618291,13.024707947530432
LINEZOLID,ASTHENIA,6,4.475324078802485,13.019988386849858
AMLODIPINE,HEPATIC ENZYME INCREASED,16,2.50920343224496,12.999764254109827
PANTOPRAZOLE,INFECCION,5,5.229170987255825,12.998127578626427
OMEPRAZOLE,PERICARDIAL EFFUSION,4,6.477089145192735,12.99674033105078
DEVICE,PERIPHERAL SWELLING,4,6.377810362522313,12.994683203399873
RINVOQ,DOLOR ABDOMINAL,4,6.322883602650368,12.985527196313553
HYDROCHLOROTHIAZIDE,EMOTIONAL DISTRESS,6,4.54401673436711,12.974343771252073
ROBAXIN,ARTRALGIA,4,6.276132863795176,12.96305483439691
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,EXANTEMA,3,8.466367173531825,12.959519356806592
FLUCONAZOLE,WEIGHT DECREASED,4,6.31939609240952,12.955774058212945
ATORVASTATIN,NEUMONIA,19,2.328659778309548,12.954858823528635
CIPROFLOXACIN,DRY EYE,4,6.468518870516499,12.947750464207449
METOPROLOL,WITHDRAWAL SYNDROME,10,3.196223479970358,12.93608661108935
DEVICE,IMPAIRED QUALITY OF LIFE,4,6.356479907590215,12.932883238373808
FLUTICASONE,NEUMONIA,5,5.172719475488023,12.93055324778903
UBIQUINOL,COGNITIVE DISORDER,3,8.417848474896374,12.928173834016244
ADEMPAS,NEUMONIA,3,8.413990996542788,12.923714898425514
ACETAMINOPHEN 500 MG PO Q 6 HOURS PRN,DIARREA,6,4.470948003568897,12.922946330626868
METAMUCIL,ASTHENIA,3,8.366019504507099,12.920262201446976
CITALOPRAM,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,12,2.89278778656258,12.920007532364517
MAGNESIUM,HYPERSOMNIA,8,3.722530630088058,12.917543178407819
ESTRADIOL,NAUSEA,11,3.0048006986209894,12.902732462797186
ESCITALOPRAM,ELECTRIC SHOCK SENSATION,18,2.3831686423669294,12.901069485165282
PROPRANOLOL,PANIC ATTACK,6,4.485457524251172,12.893015139509412
SACITUZUMAB GOVITECAN,PRESYNCOPE,4,6.289811938668234,12.889022377829157
FOLIC ACID,TOXICITY TO VARIOUS AGENTS,5,5.1942357176896605,12.883165838983462
LISINOPRIL,LACRIMATION INCREASED,3,9.58274297669648,12.877887628323057
VITAMIN K,ABDOMINAL PAIN UPPER,4,6.283790861124894,12.87365715618085
OMEPRAZOLE,POST PROCEDURAL COMPLICATION,4,6.422659917371261,12.844326976571717
LEVOTHYROXINE,INJECTION SITE SWELLING,3,8.67358479575126,12.839666854042202
OZEMPIC,INTENTIONAL OVERDOSE,4,6.66527802568383,12.812707123278976
CYMBALTA,THERAPY CESSATION,4,6.236671925494835,12.809530445323148
VITAMIN D3,TOS,6,4.52081213697688,12.802394703184273
COENZYME Q10,PARAESTHESIA,11,3.0150659756367495,12.782707211902968
CARVYKTI,TRANSFUSION,3,8.430274962189765,12.776592472638741
MAGNESIUM GLYCINATE,ARTRALGIA,10,3.1634520316187182,12.77609486303703
ROSUVASTATIN,DEATH,11,2.998741178855658,12.769052281031218
METOPROLOL,CHILLS,5,5.175253012596675,12.76487407528638
OZEMPIC,ABDOMINAL PAIN UPPER,24,2.1172149221506458,12.73590656712809
LEVOTHYROXINE,THERAPY CHANGE,10,3.1871522347210033,12.732063473435296
MELOXICAM,CEFALEA,12,2.8458341971466825,12.726157291751424
THYROID,VISION BLURRED,4,6.201460485269065,12.71998160633151
METOPROLOL,DISFAGIA,4,6.296556005803716,12.710187985074135
PREDNISONE,NEUTROPENIA,4,6.321088542345672,12.706308238506894
RELEUKO,ARTRALGIA,4,6.178037962720994,12.67036014094468
PLERIXAFOR,ARTRALGIA,4,6.178037962720994,12.67036014094468
PROBIOTICS NOS,HEART RATE INCREASED,5,5.146145481631691,12.664415676302127
LEVOFLOXAZINE,ANSIEDAD,3,8.226119629858108,12.640281448372662
NORETHINDRONE-ETHINYL ESTRADIOL 1-0.035 MG PER TABLET,ANSIEDAD,3,8.226119629858108,12.640281448372662
NORTRIPTYLINE,ABDOMINAL PAIN UPPER,4,6.200500946421843,12.627213596051023
PAXIL,SKIN BURNING SENSATION,5,5.193485336865374,12.626881822842384
RIFABUTIN,DOLOR TORACICO,4,6.2107604417026145,12.626686170833153
ASPIRIN,GLAUCOMA,4,6.400427554584318,12.597907427846328
VITAMIN B12,DYSSTASIA,4,6.211457046513028,12.59420246423218
CETIRIZINE HYDROCHLORIDE,CHILLS,4,6.2277903881664605,12.592582832304107
PLERIXAFOR,MAREO,4,6.1511769307441,12.590943050436069
RELEUKO,MAREO,4,6.1511769307441,12.590943050436069
TOPAMAX,FALL,4,6.172227539305748,12.581861368007866
BIOTIN,HEART RATE INCREASED,4,6.219202860117109,12.576082138116247
LIPOSOMAL GLUTATHIONE,PARAESTHESIA,3,8.250545071338102,12.574566879117725
VITAMIN B COMPLEX,PERDIDA DE MEMORIA,3,8.335661189429782,12.572692508478017
PRAZOSIN,ABDOMINAL PAIN UPPER,3,8.254445290295273,12.568551041487504
LASIX,THERAPY INTERRUPTED,3,8.219770454557649,12.547901241835577
FLEXERIL,DIARREA,3,8.2153617781919,12.545754169928689
GLUCOSAMINE,PAIN IN EXTREMITY,3,8.256199396434056,12.5410966817186
OLANZAPINE,DISFAGIA,4,6.238423200608231,12.540718753364148
SYNTHROID,RESTLESSNESS,4,6.177234273592329,12.517741183119586
TIRZEPATIDE,PANIC ATTACK,5,5.0786258190394875,12.51311515204092
COENZYME Q10,ABDOMINAL PAIN UPPER,10,3.1502108821583943,12.507230633837905
VITAMINS,PRODUCT DISPENSING ERROR,7,4.033605840484531,12.503826885543084
ELIQUIS,HOSPITALISATION,6,4.426302639561077,12.498367807126716
LACTULOSE,ACUTE RESPIRATORY FAILURE,3,8.355210815610942,12.495781720365908
CORTICOTROPIN,FATIGA,3,8.144832274293984,12.480301371537434
MIRTAZAPINE,RESTLESS LEGS SYNDROME,6,4.478754424362655,12.472093960100766
ENVARSUS XR,INFECCION URINARIA,3,8.227008439024676,12.450753214567303
ALBUTEROL,SOMNAMBULISM,3,8.60204707551989,12.450155598853067
TOPIRAMATE,DRUG INEFFECTIVE,3,8.182378787567979,12.432159219740178
SERTRALINE,COORDINATION ABNORMAL,4,6.24711297488893,12.428840538527785
AMINO ACIDS,ABDOMINAL PAIN UPPER,9,3.339308313591328,12.420282582863653
OPSUMIT,FLUID RETENTION,7,3.914474269048205,12.408715711974057
IBUPROFEN,CEFALEA,25,2.0440752454577127,12.398216037818042
TACROLIMUS,RENAL CYST,4,6.181351213025796,12.374449138648428
TRAZODONE,COORDINATION ABNORMAL,4,6.2256022598968865,12.366808570825532
DILTIAZEM,FALL,3,8.133542228970548,12.355228936738813
NAPROXEN,SUICIDAL IDEATION,6,4.357303427169412,12.353686314334318
20MG LEXAPRO,ELECTRIC SHOCK SENSATION,9,3.3257930617231066,12.338563672534997
LEVOMEFOLATE CALCIUM,ELECTRIC SHOCK SENSATION,9,3.3257930617231066,12.338563672534997
DILTIAZEM,FIBRILACION AURICULAR,3,8.120142655883184,12.328001119223968
TEMOZOLOMIDE,COGNITIVE DISORDER,5,5.016728990737189,12.324049264449654
RIZATRIPTAN,LOSS OF CONSCIOUSNESS,4,6.087605173657608,12.320587527530106
ROSUVASTATIN CALCIUM,MIALGIA,3,8.08078753648039,12.293573500534624
IBUPROFEN,LABORATORY TEST ABNORMAL,4,6.182267405538022,12.275775627637733
TADALAFIL,HIPOTENSION,8,3.5534634493502217,12.261258779529381
METFORMIN,TOXICITY TO VARIOUS AGENTS,8,3.5872263148278143,12.257927693958836
FOSAMAX,MUSCLE ATROPHY,3,8.08252176267712,12.237604318658473
7-HYDROXYMITRAGYNINE,INSOMNIO,22,2.1404220842937365,12.233812594847967
OXYCODONE,THERAPY CHANGE,4,6.078478912025236,12.231599981671671
EZETIMIBE,MUSCLE SPASMS,4,6.0753156012960385,12.228717707906624
LANSOPRAZOLE,PNEUMONIA ASPIRATION,3,8.215224040258342,12.225414414852779
TOPIRAMATE,BURNING SENSATION,3,8.074168307207454,12.212574494087143
PIRFENIDONE,THERAPY CESSATION,5,4.974110858204108,12.20748582310603
ZOLPIDEM,SEDATION,3,8.090408057531532,12.199872691915278
QULIPTA,MIALGIA,5,4.965647994952397,12.190182357569316
VITAMIN D,QUALITY OF LIFE DECREASED,10,3.136877071865139,12.185807350355079
CETIRIZINE,DOLOR ABDOMINAL,11,2.9500395999253533,12.17888816673903
PRISTIQ EXTENDED-RELEASE,ANSIEDAD,12,2.7942337613676838,12.176118266761465
SPIRONOLACTONE,PRODUCT DISPENSING ERROR,4,6.150477046366646,12.17410062190586
TERBINAFINE,SUICIDAL IDEATION,3,8.044221968777892,12.172085658312868
CARVEDILOL,CARDIAC VENTRICULAR THROMBOSIS,3,8.552317892707498,12.154758409277342
FISH OIL,DOLOR TORACICO,7,3.8839382086838747,12.150429851757739
LORAZEPAM,MIGRAINE,3,8.074744674800781,12.139556180893637
VYNDAMAX,HOSPITALISATION,3,8.082045763699409,12.137226227741824
PREDNISONE,MYOCARDIAL INFARCTION,4,6.1182730874466955,12.127982283275296
VITAMIN D,RASH ERYTHEMATOUS,5,5.107473221806828,12.12364524444091
ADEMPAS,FALL,3,8.004399094438261,12.091212069491394
MONTELUKAST,DEPRESION,7,3.8499815167857627,12.088119657934467
METOPROLOL,WRONG PRODUCT ADMINISTERED,3,8.153808515137051,12.08744187313656
LEVOTHYROXINE,VERTIGO,9,3.305730332966929,12.086079927102723
